44975,Gas Pedal,Sage The Gemini,2013,0,0,2016-02-24,Rap,English,,,,,,
54907,Gasoline,Halsey,2015,0,1,2018-01-29,Pop,Electro,English,,,,,
50904,Gasoline,Audioslave,2002,0,0,2018-03-27,Alternative,Rock,Hard/Metal,English,,,,
36867,Gasoline,Britney Spears,2011,0,0,2011-06-08,Pop,Dance,English,,,,,
13311,Gaston,Beauty And The Beast,1991,0,0,2017-11-06,"TV & movie soundtrack,Musical",English,,,,,,
55293,Gaston,Beauty and the Beast (2017 Film),2017,0,0,2018-04-18,TV & movie soundtrack,English,,,,,,
55294,Gaston (version française),Beauty and the Beast (2017 Film),2017,1,0,2018-08-23,"TV & movie soundtrack,Duet",French,,,,,,
20482,Gate 22,Pascale Picard,2008,0,0,2011-05-31,Pop,Rock,English,,,,,
27501,Gave It All Away,Boyzone,2010,0,0,2011-05-30,"Teen pop,Pop",English,,,,,,
37010,Gay,Stephen Lynch,2000,0,1,2011-07-16,Humour,Folk,English,,,,,
48100,GDFR (Goin' Down For Real),Flo Rida,2014,0,0,2016-02-25,Rap,R&B,English,,,,,
48486,Geboren um dich zu lieben,Nik P.,2014,0,0,2016-08-26,Schlager,Dance,German,,,,,
29445,Geboren um zu leben,Unheilig,2010,0,0,2012-01-30,Rock,Alternative,German,,,,,
47196,Gecko (Overdrive),Becky Hill,2014,0,0,2016-02-25,Dance,Electro,English,,,,,
44946,"Gee Baby, Ain't I Good To You",Diana Krall,1996,0,0,2013-10-08,Jazz,English,,,,,,
10010,Gee Whiz,Carla Thomas,1961,0,0,2011-11-19,Soul,Oldies,English,,,,,
48233,Gee Whiz It's You,Cliff Richard,1961,0,0,2014-12-12,"Rock 'n Roll,Oldies,Pop",English,,,,,,
28023,Geef Mij Je Angst,Guus Meeuwis,2005,0,0,2013-01-02,Soft rock,Dutch,,,,,,
41077,Geef mij maar amsterdam,Johnny Jordaan,1956,0,0,2012-10-02,Schlager,Dutch,,,,,,
23459,Geen kind meer (De dag waarop je moeder sterft),Karin Bloemen,1998,0,0,2016-06-05,Pop,Musical,Jazz,Dutch,,,,
40865,Gefühle wie Feuer und Eis,Helene Fischer,2008,0,0,2016-06-05,Schlager,German,,,,,,
41587,Gegen die Strömung,Udo Lindenberg,1981,0,0,2013-04-09,Soft rock,German,,,,,,
43734,"Geh doch, wenn du sie liebst",Andrea Berg,2002,0,0,2016-08-21,Schlager,German,,,,,,
46994,Geh mal Bier hol'n,Mickie Krause,2014,0,0,2014-12-23,Schlager,Dance,German,,,,,
52240,Geh nicht in die stadt (heut' Nacht),Juliane Werding,1984,0,0,2017-01-06,"Schlager,Soft rock",German,,,,,,
19342,Geile Zeit,Juli,2004,0,0,2015-05-28,Rock,Pop,German,,,,,
41556,Geiler is' schon,Marius Müller-Westernhagen,1983,0,0,2016-06-05,Folk,Rock,German,,,,,
49998,Geiles Leben,Glasperlenspiel,2015,0,0,2016-02-19,Schlager,Electro,Dance,German,,,,
53620,Gemme,Nolwenn Leroy,2017,0,0,2017-08-16,French pop,French,,,,,,
55515,Genau hier,Sarah Lombardi,2018,0,0,2018-06-11,Pop,Schlager,German,,,,,
53617,Genau mein Ding,Helene Fischer,2017,0,0,2017-11-17,Schlager,Dance,German,,,,,
22683,Génération 78,Dalida,1978,0,0,2012-04-03,"Disco,French pop,Funk",French,,,,,,
36336,Génération Dalida,Dalida,1995,0,0,2016-02-25,French pop,French,,,,,,
36832,Generator,Bad Religion,1992,0,0,2011-07-16,Punk/Grunge,Rock,English,,,,,
36444,Genevieve,Sugarland,2008,0,0,2012-03-05,Country,English,,,,,,
51144,Genghis Khan,Miike Snow,2015,0,0,2016-06-07,Pop,Electro,Alternative,English,,,,
8629,Genie In A Bottle,Christina Aguilera,1999,0,0,2012-10-12,R&B,Pop,English,,,,,
33063,Geno,Dexys Midnight Runners,1980,0,0,2017-03-13,Rock,Soul,English,,,,,
45051,Gente di mare,Umberto Tozzi,1987,0,0,2013-10-26,Pop,Soul,Gospel,Italian,,,,
5028,Gentil coquelicot,Comptine,1750,0,0,2008-06-26,Kids,Traditionnal,French,,,,,
32830,Gentle On My Mind,Glen Campbell,1968,0,0,2012-02-09,Country,Folk,English,,,,,
33494,Gentle On My Mind,Dean Martin,1968,0,0,2011-05-31,Pop,Oldies,English,,,,,
48693,Gentle On My Mind,The Band Perry,2015,0,0,2015-03-27,Pop,Country,English,,,,,
46921,Gentle On My Mind,Mike Denver,2010,0,0,2014-06-18,Country,English,,,,,,
8122,Gentle On My Mind,Elvis Presley,1969,0,0,2018-02-09,Oldies,Rock,English,,,,,
43473,Gentleman,PSY,2013,0,0,2013-05-10,Dance,Electro,Pop,Other,English,,,
13228,Gentleman cambrioleur,Jacques Dutronc,1970,0,0,2013-11-08,French pop,French,,,,,,
39306,Gentleman cambrioleur,Garou,2009,0,0,2013-11-08,French pop,French,,,,,,
28295,Georgia In A Jug,Blake Shelton,2003,0,0,2012-06-07,Country,English,,,,,,
13533,Georgia On My Mind,Ray Charles,1960,0,0,2008-07-21,Soul,Jazz,English,,,,,
17016,Georgia On My Mind,Willie Nelson,1978,0,0,2012-11-12,Funk,Country,English,,,,,
25592,Georgia On My Mind,Michael Bublé,2009,0,0,2011-11-09,Jazz,English,,,,,,
48655,Georgia On My Mind,Renee Olstead,2002,0,0,2015-03-18,Jazz,English,,,,,,
7126,Georgia on My Mind,Michael Bolton,1989,0,0,2007-07-31,Pop,Love,English,,,,,
35427,Georgia On My Mind,Ella Fitzgerald,1983,0,0,2011-11-02,Jazz,Oldies,English,,,,,
46269,Georgia On My Mind ('Ella Swings Gently' version),Ella Fitzgerald,1962,0,0,2014-02-25,Jazz,English,,,,,,
39555,Georgia Peaches,Lauren Alaina,2011,0,0,2012-06-23,Country,English,,,,,,
5627,Georgia Rain,Trisha Yearwood,2005,0,0,2012-01-12,Country,English,,,,,,
29882,Georgie,Pussycat,1976,0,0,2014-10-15,Pop,Country,English,,,,,
32464,Georgy Girl,The Seekers,1967,0,0,2011-10-17,Pop,Oldies,Folk,English,,,,
23355,Georgy Porgy,Toto,1978,0,0,2011-05-30,"Soft rock,Disco,Rock,Pop",English,,,,,,
50475,Geraldine's Thinking Of Galway,Mike Denver,2009,0,0,2016-02-29,Celtic,Country,Folk,English,,,,
47445,Germaine,Renaud,1977,0,0,2015-06-24,"French pop,Musette",French,,,,,,
47076,German Whip,Meridian Dan,2014,0,0,2016-08-04,Rap,English,,,,,,
46911,Geronimo,Sheppard,2014,0,0,2014-07-07,Pop,Folk,Alternative,English,,,,
38770,Geronimo,Aura Dione,2011,0,0,2013-08-24,Pop,English,,,,,,
37358,Geronimo's Cadillac,Modern Talking,1986,0,0,2013-06-08,80s,English,,,,,,
55194,Gespenster der Nacht,Fantasy,2018,0,0,2018-03-20,Schlager,Dance,German,,,,,
46873,Get A Haircut,George Thorogood,1993,0,0,2014-05-26,Rock,Blues,English,,,,,
5892,Get A Job,The Silhouettes,1958,0,0,2011-10-08,"Rock 'n Roll,Oldies",English,,,,,,
55527,Get Along,Kenny Chesney,2018,0,0,2018-06-07,Country,English,,,,,,
42945,Get Along,Guy Sebastian,2012,0,0,2013-04-03,Pop,R&B,English,,,,,
28786,Get Along Little Doggies,Children's Chorus,2005,0,0,2012-06-01,Kids,English,,,,,,
32719,Get Away,Bobby Brown,1992,0,0,2012-06-01,R&B,Pop,Soul,English,,,,
49329,Get Away,Jessie J,2014,0,0,2015-06-26,Pop,English,,,,,,
16901,Get Back,The Beatles,1969,0,0,2011-05-31,Rock,Blues,English,,,,,
21312,Get Back,Demi Lovato,2008,0,0,2011-05-30,"Teen pop,Rock,Pop",English,,,,,,
37750,Get Back (ASAP),Alexandra Stan,2011,0,0,2013-05-13,Dance,Electro,English,,,,,
52792,Get Back Up Again,Trolls,2016,0,0,2017-04-10,"Pop,TV & movie soundtrack",English,,,,,,
13935,Get Busy,Sean Paul,2003,0,0,2011-05-31,Rap,Reggae,English,,,,,
46762,Get Busy Living Or Get Busy Dying (Do Your Part To Save The Scene And Stop Going To Shows),Fall Out Boy,2006,0,0,2014-05-02,Rock,Alternative,English,,,,,
13651,Get Down,Gilbert O'Sullivan,1973,0,0,2011-05-31,Pop,Rock,English,,,,,
45817,Get Down,James Arthur,2013,0,0,2014-05-07,Pop,R&B,English,,,,,
14524,Get Down On It,Kool And The Gang,1981,0,0,2011-05-31,Funk,English,,,,,,
5547,Get Down on It,Blue,2005,0,0,2017-09-27,Disco,R&B,Funk,English,,,,
13725,Get Down Saturday Night,Oliver Cheatham,1983,0,0,2013-07-25,Disco,Funk,English,,,,,
15581,Get Down Tonight,KC & The Sunshine Band,1974,0,0,2011-10-04,Funk,Disco,English,,,,,
46780,Get Down With Me,Spice Girls,2000,0,0,2014-05-26,"Teen pop,Pop,R&B,Dance",English,,,,,,
11586,Get Drunk And Be Somebody,Toby Keith,2006,0,0,2013-05-27,Country,English,,,,,,
18298,Get Free,The Vines,2002,0,0,2012-04-05,Rock,Alternative,English,,,,,
18523,Get Happy,Judy Garland,1950,0,0,2016-12-20,Musical,Jazz,English,,,,,
10025,Get Happy,Frank Sinatra,1955,0,0,2014-09-22,Jazz,Oldies,English,,,,,
47250,Get Her Back,Robin Thicke,2014,0,0,2014-08-04,R&B,English,,,,,,
49216,Get High,Brandy Clark,2013,0,0,2015-05-28,Country,Folk,English,,,,,
37121,Get Into Reggae Cowboy,The Bellamy Brothers,1981,0,0,2013-02-11,Country,Reggae,English,,,,,
20140,Get It On,T. Rex,1971,0,0,2011-05-30,Rock,English,,,,,,
45868,Get It On,Dante Thomas,2004,0,0,2014-01-11,Pop,R&B,English,,,,,
8943,Get It On Tonite,Montell Jordan,1999,0,0,2012-01-05,R&B,English,,,,,,
36572,Get It Right,Glee,2011,0,0,2011-05-31,"TV & movie soundtrack,Pop",English,,,,,,
27525,Get It Together,India Arie,2003,0,0,2011-05-31,Soul,English,,,,,,
34626,Get It Together,702,1997,0,0,2013-12-05,Soul,R&B,English,,,,,
45047,Get It Together,Seal,2003,0,0,2013-10-26,Pop,Soul,Dance,English,,,,
45341,Get Like Me,Nelly,2013,0,0,2016-02-25,Rap,R&B,English,,,,,
16542,Get Low,Lil' Jon,2003,0,0,2011-12-26,Rap,English,,,,,,
54011,Get Low,Zedd,2017,0,0,2017-09-21,Electro,Dance,English,,,,,
43521,Get Lucky,Daft Punk,2013,0,0,2013-04-30,Disco,Funk,English,,,,,
44331,Get Lucky,Karen Souza,2013,0,0,2013-07-30,Pop,Soul,Jazz,English,,,,
51510,Get Lucky,Halestorm,2013,0,0,2016-07-19,Hard/Metal,Rock,English,,,,,
48924,Get Lucky,Postmodern Jukebox,2014,1,0,2015-04-16,Pop,Folk,Jazz,Celtic,Duet,English,,
51696,Get Me Some of That,Thomas Rhett,2013,0,0,2016-09-20,Country,Rock,English,,,,,
7255,Get Me to the Church on Time,My Fair Lady,1956,0,0,2011-05-31,"Musical,TV & movie soundtrack,Oldies",English,,,,,,
5024,Get Me To The Church On Time,1950s Standards,1957,0,0,2008-06-26,Jazz,Oldies,English,,,,,
13990,Get My Drink On,Toby Keith,2007,0,0,2012-03-27,Country,English,,,,,,
25074,Get Naked (I Got A Plan),Britney Spears,2007,0,0,2013-11-29,Pop,Electro,English,,,,,
24242,Get Off,Foxy,1978,0,0,2011-05-30,Disco,Pop,English,,,,,
11355,Get Off Of My Cloud,The Rolling Stones,1965,0,0,2012-01-18,Rock,English,,,,,,
11351,Get On Your Feet,Gloria Estefan,1989,0,0,2014-09-22,Pop,Dance,English,,,,,
39603,Get Out My Head,Redlight,2012,0,0,2013-07-01,Electro,English,,,,,,
17278,Get Out of This Town,Carrie Underwood,2007,0,0,2011-05-31,Country,English,,,,,,
21176,Get Out Of Your Lazy Bed,Matt Bianco,1984,0,0,2016-10-21,Pop,80s,Jazz,English,,,,
13751,"Get Outta My Dreams, Get into My Car",Billy Ocean,1988,0,0,2016-03-21,Pop,80s,English,,,,,
24868,Get Outta My Life,Rebel Meets Rebel,2006,0,0,2013-05-30,Hard/Metal,Rock,English,,,,,
32041,Get Outta My Way,Kylie Minogue,2010,0,0,2011-05-31,Dance,Pop,English,,,,,
45084,Get Over It,OK Go,2002,0,0,2013-09-27,Alternative,Rock,English,,,,,
54563,Get Over Yourself,Kelsea Ballerini,2017,0,0,2017-11-27,Country,Pop,English,,,,,
17986,Get Ready,The Temptations,1966,0,0,2011-08-01,Pop,Funk,Soul,English,,,,
49126,Get Ready,The Overtones,2015,0,0,2015-07-07,Soul,Jazz,Rock,English,,,,
41918,Get Ready,Rare Earth,1969,0,0,2016-06-28,Rock,English,,,,,,
54870,Get Ready / Dancing in the Street,Motown The Musical,2013,0,0,2018-01-22,Musical,Soul,Pop,English,,,,
48605,Get Ready For It,Take That,2014,0,0,2015-02-10,Pop,Rock,English,,,,,
20782,Get Rhythm,Johnny Cash,1956,0,0,2011-05-31,"Rock 'n Roll,Blues,Country",English,,,,,,
24206,Get Sexy,Sugababes,2009,0,0,2012-03-13,Electro,Dance,Pop,English,,,,
16109,Get Stoned,Hinder,2005,0,0,2011-05-30,Rock,English,,,,,,
49675,Get Stupid,Aston Merrygold,2015,0,0,2015-09-22,Pop,Soul,Rap,English,,,,
47524,Get The Funk Out,Extreme,1990,0,0,2014-09-30,Hard/Metal,Funk,Rock,English,,,,
27721,Get To Know You,Maxwell,2001,0,0,2013-12-07,Soul,R&B,English,,,,,
28890,Get To Me,Train,2005,0,0,2011-07-30,Rock,Pop,English,,,,,
55628,Get to You,Michael Ray,2017,0,0,2018-06-06,"Soft rock,Country",English,,,,,,
25991,Get To You,James Morrison,2009,0,0,2012-03-05,Pop,Rock,English,,,,,
9994,Get Together,The Youngbloods,1967,0,0,2011-10-05,Folk,English,,,,,,
50909,Get Ugly,Jason Derulo,2015,0,1,2016-04-27,Pop,R&B,Rap,English,,,,
12575,Get Up (I Feel Like Being A) Sex Machine,James Brown,1970,0,0,2011-06-24,Funk,English,,,,,,
42986,Get Up (Rattle),Far East Movement,2012,0,0,2016-02-25,Dance,Electro,English,,,,,
38992,Get Up And Boogie,Silver Convention,1976,0,0,2016-02-25,Funk,Disco,English,,,,,
25377,Get Up Offa That Thing,James Brown,1976,0,0,2011-07-07,Funk,English,,,,,,
17269,"Get Up, Stand Up",Bob Marley,1973,0,0,2014-11-04,Reggae,English,,,,,,
39257,Get Up!,Korn,2011,0,1,2013-03-08,Alternative,Hard/Metal,Electro,English,,,,
33335,Get Up! (Before The Night Is Over),Technotronic,1991,0,0,2011-11-16,Electro,Dance,English,,,,,
55687,Get Ur Freak On,Missy Elliott,2001,0,0,2018-06-24,Rap,R&B,English,,,,,
29293,Get What You Got Comin',Van Zant,2001,0,0,2012-05-25,Country,Rock,English,,,,,
49205,Get Your Kicks On Route 66,Asleep At The Wheel,1976,0,0,2015-06-16,"Country,Jazz,Rock 'n Roll",English,,,,,,
51613,Get Your Kicks On Route 66,Bing Crosby,1946,1,0,2016-09-17,Jazz,Oldies,Duet,English,,,,
43616,Get Your Shine On,Florida Georgia Line,2013,0,0,2013-05-22,Country,English,,,,,,
5377,Get Your Way,Jamie Cullum,2005,0,0,2011-05-30,Jazz,Funk,Pop,English,,,,
19782,Get'cha Head in the Game,High School Musical,2006,0,0,2018-04-24,"Musical,TV & movie soundtrack,Electro",English,,,,,,
52374,Getaway Car,Audioslave,2002,0,0,2018-06-04,Alternative,Rock,English,,,,,
53884,Getaway Driver,Miranda Lambert,2016,0,0,2017-08-22,Country,Love,English,,,,,
18155,Gethsemane (I Only Want to Say),Jesus Christ Superstar,1970,0,0,2016-03-15,"Musical,TV & movie soundtrack,Rock",English,,,,,,
24244,Gets Me Through,Ozzy Osbourne,2001,0,0,2011-05-30,80s,Rock,Hard/Metal,English,,,,
7560,Gettin' In The Mood,Brian Setzer,2000,0,0,2015-12-15,"Rock 'n Roll,Jazz",English,,,,,,
16982,Gettin' Jiggy wit It,Will Smith,1997,0,0,2016-11-15,Rap,R&B,Pop,English,,,,
30151,Gettin' Over,David Guetta,2009,0,0,2011-05-30,Dance,Electro,English,,,,,
22691,Gettin' You Home,Chris Young,2009,0,0,2011-05-30,Country,English,,,,,,
10481,Getting Better,The Beatles,1967,0,0,2014-08-04,Pop,Rock,English,,,,,
36419,Getting Nowhere,Magnetic Man,2010,0,0,2016-02-25,Electro,English,,,,,,
29294,Getting To Know You,Children's Chorus,2002,0,0,2011-09-23,Kids,English,,,,,,
40826,Geweint vor Glück,Pur,1991,0,0,2016-06-05,Schlager,German,,,,,,
49662,Geweint vor Glück,Yvonne Catterfeld,2015,0,0,2017-10-02,Schlager,German,,,,,,
37857,Gewinner,Clueso,2009,0,0,2011-10-31,Pop,German,,,,,,
44714,Gewoon een keer jezelf zijn,Django Wagner,2012,0,0,2013-10-04,Schlager,Dutch,,,,,,
39339,Gewoon weer opnieuw,Jaman,2011,0,0,2016-06-05,Schlager,Dutch,,,,,,
34627,Ghetto Love,Da Brat,1997,0,0,2014-12-03,R&B,Rap,English,,,,,
47064,Ghost,Ella Henderson,2014,0,0,2014-07-05,Pop,English,,,,,,
50801,Ghost,Jamie-Lee Kriewitz,2015,0,0,2016-03-24,Pop,English,,,,,,
43278,Ghost,Charlene Soraia,2013,0,0,2013-04-17,Pop,English,,,,,,
44751,Ghost Gunfighters,As Animals,2013,0,0,2013-09-05,Pop,English,,,,,,
54086,Ghost In This House,Lauren Duski,2017,0,0,2017-09-28,Country,English,,,,,,
56017,Ghost of You,5 Seconds of Summer,2018,0,0,2018-09-11,"Pop,Teen pop",English,,,,,,
43917,Ghost Of You,Selena Gomez,2010,0,0,2013-07-01,Pop,English,,,,,,
7803,Ghost of You and Me,BBMak,2001,0,0,2018-06-20,Pop,Rock,English,,,,,
39240,Ghost On The Canvas,Glen Campbell,2011,0,0,2013-04-10,Country,Pop,English,,,,,
24870,Ghost Riders In The Sky,The Blues Brothers,2000,0,0,2011-09-30,"Country,Folk,TV & movie soundtrack",English,,,,,,
29517,Ghost Riders In The Sky,Outlaws,1980,0,0,2011-08-28,Country,Rock,English,,,,,
49229,Ghost Town,Adam Lambert,2015,0,0,2015-07-31,Dance,Pop,Electro,English,,,,
33068,Ghost Town,The Specials,1981,0,0,2014-08-18,Ska,English,,,,,,
11300,Ghostbusters,Ray Parker Jr.,1980,0,0,2011-06-17,"TV & movie soundtrack,Pop,80s",English,,,,,,
29349,Ghosts,Michael Jackson,1997,0,0,2011-05-30,Pop,R&B,English,,,,,
5444,Ghosts,Robbie Williams,2005,0,0,2011-05-30,"Pop,Soft rock",English,,,,,,
25360,Ghosts N Stuff,Deadmau5,2008,0,0,2011-09-21,Dance,Electro,English,,,,,
47478,Giant In My Heart,Kiesza,2014,0,0,2016-02-25,Dance,Electro,English,,,,,
48941,Giants,Ella Henderson,2014,0,0,2015-04-21,"Pop,Soft rock",English,,,,,,
52775,Giants,Take That,2017,0,0,2017-04-03,Pop,English,,,,,,
53642,Gib mir deine Hand,Helene Fischer,2017,0,0,2017-08-21,Schlager,German,,,,,,
22288,Gib mir sonne,Rosenstolz,2008,0,0,2011-11-14,Pop,Rock,German,,,,,
29626,Giddy On Up,Laura Bell Bundy,2010,0,0,2011-05-30,Country,Pop,English,,,,,
25733,Gift Of A Friend,Demi Lovato,2009,0,0,2016-11-23,"TV & movie soundtrack,Kids,Pop",English,,,,,,
30084,Gigi in Paradisco,Dalida,1980,0,0,2015-12-11,"Disco,French pop,Pop",French,,,,,,
12601,Gigi l'Amoroso,Dalida,1974,0,0,2016-02-25,"French pop,Musical",French,,,,,,
7444,Gilligan's Island,TV Theme,1964,0,0,2008-05-06,TV & movie soundtrack,English,,,,,,
21382,Gimme All Your Lovin',ZZ Top,1983,0,0,2011-05-31,Rock,Hard/Metal,English,,,,,
38965,Gimme Back My Bullets,Lynyrd Skynyrd,1976,0,0,2016-02-25,Rock,Country,English,,,,,
34041,Gimme Dat Ding,The Pipkins,1970,0,0,2012-03-28,Pop,Oldies,English,,,,,
37889,Gimme Gimme Gimme,Narada Michael Walden,1985,1,0,2013-11-01,Pop,Duet,English,,,,,
15431,Gimme Gimme Good Lovin',Crazy Elephant,1969,0,0,2018-03-22,Rock,Pop,English,,,,,
24049,Gimme Hope Jo'anna,Eddy Grant,1988,0,0,2014-03-31,Reggae,English,,,,,,
54362,Gimme Hope Jo'Anna,Collectif Métissé,2017,0,0,2017-12-01,Zouk/Creole,Dance,Reggae,English,,,,
12847,Gimme More,Britney Spears,2007,0,0,2007-11-16,Dance,Electro,English,,,,,
30009,Gimme Shelter,The Rolling Stones,1969,0,0,2013-07-17,Rock,English,,,,,,
36719,Gimme Some,Brendon,1976,0,0,2015-08-14,Pop,Rock,English,,,,,
31753,Gimme Some Lovin',The Blues Brothers,1980,0,0,2012-01-04,"Rock,Soul,TV & movie soundtrack",English,,,,,,
18294,Gimme Some Lovin',The Spencer Davis Group,1967,0,0,2011-10-29,Rock,English,,,,,,
41678,Gimme Some Water,Eddie Money,1979,0,0,2012-11-27,Rock,Pop,English,,,,,
33939,Gimme That,Chris Brown,2006,0,0,2011-11-25,R&B,Rap,English,,,,,
7127,Gimme Three Steps,Lynyrd Skynyrd,1973,0,0,2012-10-15,Rock,English,,,,,,
53986,Gimme! Gimme! Gimme!,Nils Landgren,2004,0,0,2017-10-04,Funk,Pop,English,,,,,
9159,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,1979,0,0,2015-06-17,Disco,80s,English,,,,,
33549,Gin And Juice,Snoop Dogg,1994,0,0,2012-01-25,R&B,Rap,English,,,,,
34940,Gin and Juice,Richard Cheese,2004,0,1,2011-05-30,Humour,Jazz,English,,,,,
46356,Gina,Johnny Mathis,1962,0,0,2014-03-03,Pop,Oldies,English,,,,,
31493,Ginette,Beau Dommage,1974,0,0,2017-04-26,French pop,French,,,,,,
32488,Ginny Come Lately,Albert West,1973,0,0,2011-05-31,Soft rock,English,,,,,,
49843,Ginza,J Balvin,2015,0,0,2016-01-07,Pop,Electro,R&B,Spanish,,,,
46414,Gipsy,Willem Barth,2008,0,0,2014-04-24,Schlager,Dutch,,,,,,
18044,Girl,The Beatles,1965,0,0,2011-08-30,Folk,English,,,,,,
21101,Girl,Anouk,2004,0,0,2011-05-30,Pop,Rock,English,,,,,
42426,Girl,Davy Jones,1971,0,0,2016-04-11,Pop,English,,,,,,
15067,Girl,Beck,2005,0,0,2016-12-01,Rock,Alternative,English,,,,,
35210,Girl,K-Ci And JoJo,1999,0,0,2011-10-03,R&B,English,,,,,,
42489,Girl Afraid,The Smiths,1984,0,0,2013-01-23,Rock,Alternative,English,,,,,
15196,Girl All The Bad Guys Want,Bowling for Soup,2002,0,0,2012-04-02,Punk/Grunge,Rock,English,,,,,
42566,Girl At Home,Taylor Swift,2012,0,0,2013-02-07,"Teen pop,Pop",English,,,,,,
48087,Girl Crush,Little Big Town,2014,0,0,2014-12-22,"Country,Love,Soft rock",English,,,,,,
53758,Girl Don't Come,Sandie Shaw,1964,0,0,2018-05-02,Oldies,Pop,English,,,,,
35782,Girl Don't Tell Me,The Beach Boys,1965,0,0,2012-04-29,Pop,Rock,English,,,,,
27616,Girl From The Greenbrier Shore,Ralph Stanley,2002,0,0,2012-06-07,Country,English,,,,,,
47408,Girl In A Country Song,Maddie & Tae,2014,0,0,2014-09-22,Country,English,,,,,,
42815,Girl in the Mirror,Sophia Grace,2016,0,0,2016-08-26,"Teen pop,Pop",English,,,,,,
21783,Girl In The Mirror,Britney Spears,2000,0,0,2011-05-30,"Pop,Teen pop",English,,,,,,
36443,Girl Like Me,Miranda Lambert,2007,0,0,2011-12-18,Country,English,,,,,,
51051,Girl Next Door,Brandy Clark,2016,0,0,2016-05-04,Country,English,,,,,,
14258,Girl Next Door,Julie Roberts,2006,0,0,2014-05-12,Country,English,,,,,,
41704,Girl On Fire,Alicia Keys,2012,0,0,2012-10-09,R&B,Soul,Rap,English,,,,
42298,Girl On Fire (Inferno Version),Alicia Keys,2012,0,0,2012-12-29,R&B,Soul,English,,,,,
42708,Girl On Fire (Main Version),Alicia Keys,2012,0,0,2013-02-11,R&B,Soul,English,,,,,
40998,Girl On The Billboard,The Road Hammers,2008,0,0,2013-04-01,Country,English,,,,,,
24245,Girl U For Me,Silk,1993,0,0,2013-12-03,R&B,English,,,,,,
31932,Girl U Want,Devo,1980,0,0,2018-05-08,80s,Rock,Alternative,English,,,,
29296,Girl Watcher,The O'Kaysions,1968,0,0,2012-04-05,Oldies,Pop,English,,,,,
40595,Girl With One Eye,Florence + The Machine,2009,0,0,2012-07-11,Alternative,Pop,Soul,English,,,,
41947,Girl You Know It's True,Milli Vanilli,1989,0,0,2016-02-25,Rap,R&B,English,,,,,
19135,"Girl, You'll Be A Woman Soon",Neil Diamond,1967,0,0,2012-08-20,Pop,Rock,Oldies,English,,,,
17424,"Girl, You'll Be a Woman Soon",Urge Overkill,1994,0,0,2011-05-31,"Rock,TV & movie soundtrack",English,,,,,,
11882,Girlfriend,Avril Lavigne,2007,0,0,2007-05-22,"Teen pop,Rock",English,,,,,,
44534,Girlfriend,Icona Pop,2013,0,0,2016-02-25,"Pop,Teen pop,Electro",English,,,,,,
21105,Girlfriend,Michael Jackson,1979,0,0,2017-06-23,Pop,Soul,Disco,English,,,,
27722,Girlfriend,Alicia Keys,2002,0,0,2011-05-30,R&B,Soul,English,,,,,
23853,Girlfriend,Pebbles,1988,0,0,2013-12-07,Pop,Dance,80s,English,,,,
46781,Girlfriend (Remix),Avril Lavigne,2007,0,0,2014-05-14,"Pop,Rock,Teen pop",English,,,,,,
33115,Girlfriend in a Coma,The Smiths,1987,0,0,2017-05-17,Alternative,Rock,English,,,,,
55791,Girls,Rita Ora,2018,0,0,2018-07-10,Pop,English,,,,,,
40697,Girls,Beastie Boys,1987,0,0,2012-07-25,Alternative,Rap,English,,,,,
48702,Girls,Miranda Lambert,2014,0,0,2015-03-24,"Country,Soft rock",English,,,,,,
35655,Girls,N-Dubz,2010,0,0,2016-02-25,Rap,R&B,English,,,,,
20826,Girls,Sugababes,2008,0,0,2013-03-10,Pop,English,,,,,,
12781,Girls & Boys,Blur,1994,0,0,2011-06-03,Rock,Alternative,80s,English,,,,
24246,Girls Against Girls,Terry Woods,1990,0,0,2013-01-16,80s,Pop,English,,,,,
5684,Girls And Boys,Good Charlotte,2002,0,0,2016-02-25,Rock,English,,,,,,
47202,Girls Chase Boys,Ingrid Michaelson,2014,0,0,2014-07-26,Pop,Alternative,English,,,,,
36706,Girls Fall Like Dominoes,Nicki Minaj,2011,0,0,2016-02-25,Rap,R&B,English,,,,,
