,title,artist,,,,,,,,,,,,
37209,Time,Chase & Status,2011,0,0,2016-02-25,Electro,Pop,English,,,,,
25876,Time (Clock Of The Heart),Culture Club,1982,0,0,2011-05-30,80s,Rock,English,,,,,
18771,Time After Time,Rod Stewart,2002,0,0,2011-05-31,Jazz,Pop,English,,,,,
13574,Time After Time,Frank Sinatra,1947,0,0,2011-05-31,Oldies,English,,,,,,
42128,Time After Time,Ozzy Osbourne,1991,0,0,2012-12-23,Hard/Metal,English,,,,,,
17082,Time and Tide,Basia,1987,0,0,2017-03-16,Pop,Jazz,English,,,,,
27673,Time And Time Again,Papa Roach,2002,0,0,2012-06-13,Rock,Alternative,Hard/Metal,English,,,,
26436,Time Are Hard For Dreamers (Pop Version),"Amélie, A New Musical",2017,0,0,2017-05-22,Musical,Pop,English,,,,,
39784,Time Bomb,All Time Low,2012,0,0,2016-02-25,Pop,Rock,Punk/Grunge,English,,,,
55414,Time for Me to Fly,REO Speedwagon,1978,0,0,2018-05-09,"Soft rock,Love",English,,,,,,
27588,Time For Me To Fly,Jonas Brothers,2006,0,0,2011-05-30,"Teen pop,Rock",English,,,,,,
26203,Time For Miracles,Adam Lambert,2009,0,0,2011-05-30,"Pop,Soft rock,TV & movie soundtrack",English,,,,,,
22407,Time Goes By,Spice Girls,2000,0,0,2012-05-25,"Teen pop,Love",English,,,,,,
33769,Time Has Come Today,The Chambers Brothers,1968,0,0,2011-10-21,Rock,English,,,,,,
51198,Time Heals Everything,Mack & Mabel,1974,0,0,2016-06-06,Musical,English,,,,,,
28752,Time In A Bottle,Jim Croce,1972,0,0,2012-02-07,Folk,English,,,,,,
43248,Time Is Love,Josh Turner,2012,0,0,2013-04-02,Country,English,,,,,,
11354,Time Is On My Side,The Rolling Stones,1964,0,0,2011-11-25,Rock,English,,,,,,
37885,Time Machine,Robyn,2010,0,0,2013-12-04,Pop,Electro,English,,,,,
10701,Time Marches On,Tracy Lawrence,1996,0,0,2016-06-14,Country,Folk,English,,,,,
47450,Time Of Our Lives,Ahmed Chawki,2014,0,0,2016-08-26,Pop,Dance,English,,,,,
48584,Time Of Our Lives,Pitbull,2014,1,0,2015-03-27,Pop,Dance,Electro,Rap,Funk,Duet,English,
33986,Time Of The Season,The Zombies,1967,0,0,2011-05-31,Rock,Oldies,English,,,,,
18462,Time Out of Mind,Steely Dan,1980,0,0,2017-10-10,Rock,Jazz,English,,,,,
38262,Time To Get A Gun,Miranda Lambert,2009,0,0,2011-10-10,Country,English,,,,,,
14578,Time To Say Goodbye,Andrea Bocelli,1996,1,0,2008-03-07,Pop,Classical,Duet,English,Italian,,,
22959,Time To Wonder,Fury In The Slaughterhouse,2008,0,0,2011-05-31,Rock,Pop,English,,,,,
13973,Time Warp,The Rocky Horror Show,1973,0,0,2011-05-31,Musical,Rock,English,,,,,
55626,Time Won't Let Me,The Outsiders,1966,0,0,2018-06-13,Rock 'n Roll,English,,,,,,
32002,"Time, Love And Tenderness",Michael Bolton,1991,0,0,2013-11-12,"Soft rock,Pop",English,,,,,,
45958,Time's A-Wastin',June Carter Cash,1954,1,0,2016-06-24,Country,Duet,English,,,,,
40684,Timebomb,Kylie Minogue,2012,0,0,2013-02-17,Dance,Pop,English,,,,,
42752,Timebomb,Pink,2012,0,1,2013-03-08,Pop,Rock,English,,,,,
33921,Timeless,Tina Arena,2006,1,0,2013-12-04,Pop,Love,Duet,English,,,,
39990,Timing Is Everything,Garrett Hedlund,2010,0,0,2013-01-28,"Country,TV & movie soundtrack",English,,,,,,
28831,Tin Cup Chalice,Jimmy Buffett,1974,0,0,2011-11-01,"Country,Soft rock",English,,,,,,
52629,Tin Man,Miranda Lambert,2016,0,0,2017-04-18,Country,English,,,,,,
8424,Tin Man,America,1974,0,0,2014-04-08,Soft rock,English,,,,,,
49318,Tin Pan Alley (aka Roughest Place In Town),Stevie Ray Vaughan,1984,0,0,2015-06-26,Blues,Rock,English,,,,,
32767,Tin Soldier,Small Faces,1967,0,0,2015-10-14,Rock,English,,,,,,
13148,Tinte (Wo willst du hin),Anna-Maria Zimmermann,2017,1,0,2017-06-15,Schlager,Duet,German,,,,,
6575,Tiny Bubbles,Don Ho,1969,0,0,2013-06-18,Soft rock,English,,,,,,
13124,Tiny Dancer,Elton John,1971,0,0,2011-05-31,Soft rock,English,,,,,,
41443,Tip Of My Tongue,Johnny Diesel,1992,0,0,2012-09-04,Hard/Metal,Rock,English,,,,,
55131,Tip Toe,Jason Derulo,2017,0,0,2018-03-05,Pop,Dance,R&B,English,,,,
50377,Tipperary Girl,Ritchie Remo,2012,0,0,2016-01-28,Country,English,,,,,,
36689,Tired,Adele,2008,0,0,2011-12-04,Pop,Soul,English,,,,,
16812,Tired Of Being Alone,Al Green,1969,0,0,2013-11-12,Soul,English,,,,,,
18639,Tired Of Being Sorry (Laisse le destin l'emporter),Enrique Iglesias,2008,1,0,2011-10-12,Pop,Duet,English,French,,,,
31583,Tired Of Waiting For You,The Kinks,1965,0,0,2014-08-28,Rock,English,,,,,,
43444,Tiroli-tirola,Linda de Suza,1980,0,0,2014-10-06,"French pop,Oldies",French,,,,,,
37932,Titanium,David Guetta,2011,0,0,2012-05-09,Pop,Electro,Dance,English,,,,
41608,Titanium,Boyce Avenue,2012,0,0,2012-09-23,Pop,English,,,,,,
48583,Titanium,Postmodern Jukebox,2014,0,0,2015-03-07,Jazz,Pop,English,,,,,
43051,Titanium (Acoustic),David Guetta,2012,0,0,2013-03-26,Pop,English,,,,,,
Id,Title,Artist,Year,Duo,Explicit,Date Added,Styles,Languages,,,,,,
47860,Title,Meghan Trainor,2014,0,0,2014-11-21,Pop,Soul,English,,,,,
38127,Titties and Beer,Rodney Carrington,2004,1,1,2013-07-24,Country,Humour,Duet,English,,,,
23968,TLFM Toutes les femmes en moi,Lara Fabian,2009,0,0,2016-06-04,French pop,French,,,,,,
17003,To All The Girls I've Loved Before,Willie Nelson,1984,1,0,2014-11-27,Love,Pop,Duet,English,,,,
30895,To Be A Lover,Billy Idol,1986,0,0,2011-12-01,Rock,English,,,,,,
45629,To Be A Man,Derek Ryan,2013,0,0,2014-02-20,Country,English,,,,,,
53475,To Be Human,Sia,2017,1,0,2017-07-28,"Pop,Electro,TV & movie soundtrack,Duet",English,,,,,,
43484,To Be Loved,Michael Bublé,2013,0,0,2013-06-07,Soul,Pop,Oldies,English,,,,
29002,To Be Loved,Jackie Wilson,1958,0,0,2011-11-25,Soul,Pop,Oldies,English,,,,
7189,To Be With You,Mr. Big,1991,0,0,2007-06-13,Pop,English,,,,,,
9888,To Be With You,The Mavericks,1998,0,0,2016-10-05,Country,Pop,Love,English,,,,
36269,To Be With You,Rod Stewart,2001,0,0,2012-06-13,Soft rock,English,,,,,,
33867,To Cut A Long Story Short,Spandau Ballet,1980,0,0,2016-02-29,80s,Rock,English,,,,,
14444,To France,Mike Oldfield,1984,0,0,2016-07-11,Pop,Folk,Rock,80s,English,,,
39370,To France,Nolwenn Leroy,2010,0,0,2012-03-05,Celtic,Pop,English,,,,,
25442,To Hell With The Devil,Stryper,1986,0,0,2012-01-20,Hard/Metal,Christian,English,,,,,
36149,To Her Door,Paul Kelly,1987,0,1,2011-06-08,Rock,Country,English,,,,,
47530,To Her Door (Live),Paul Kelly,1987,0,1,2014-09-30,Rock,Folk,English,,,,,
15567,To Know Him Is To Love Him,Dolly Parton,1987,1,0,2014-10-24,Country,Love,Duet,English,,,,
37798,To Know Him Is To Love Him,Amy Winehouse,2006,0,0,2011-09-12,Soul,Blues,Folk,English,,,,
52825,To Learn Her,Miranda Lambert,2016,0,0,2017-04-24,Country,English,,,,,,
50919,To Let Myself Go,The Avener,2015,0,0,2016-04-15,Pop,Electro,English,,,,,
25702,To Love Again,Alesha Dixon,2009,0,0,2011-05-31,"Pop,Soft rock,Love",English,,,,,,
9036,To Love You More,Céline Dion,1995,0,0,2012-10-11,Love,Pop,English,,,,,
9041,To Make You Feel My Love,Garth Brooks,1998,0,0,2011-05-31,"Love,TV & movie soundtrack,Country",English,,,,,,
51207,To Make You Feel My Love,Trisha Yearwood,1998,0,0,2016-06-06,"Love,Country,TV & movie soundtrack",English,,,,,,
10461,To Make You Feel My Love,Billy Joel,1997,0,0,2014-07-22,"Soft rock,Love",English,,,,,,
51543,To nie ja!,Edyta Górniak,1994,0,0,2016-08-31,"Pop,Love,Soft rock",Polish,,,,,,
51764,To Sir With Love,Chaka Khan,2004,0,0,2016-10-02,Jazz,English,,,,,,
21154,"To Sir, With Love",Lulu,1967,0,0,2012-02-08,"Pop,TV & movie soundtrack",English,,,,,,
32071,"To Sir, With Love",Glee,2010,0,0,2011-05-31,"TV & movie soundtrack,Pop",English,,,,,,
46774,To The End,My Chemical Romance,2004,0,1,2014-05-15,Alternative,Rock,English,,,,,
50981,To the Water,Matt Simons,2016,0,0,2016-06-05,Pop,English,,,,,,
44321,To You I Belong,B-Witched,1998,0,0,2013-07-12,"Pop,Teen pop",English,,,,,,
25305,"To You, Sweetheart, Aloha",Andy Williams,1959,0,0,2011-05-31,"Love,Soft rock,Oldies",English,,,,,,
29967,Tobacco Road,The Nashville Teens,1967,0,0,2011-11-09,"Rock 'n Roll,Soul,Oldies",English,,,,,,
51128,Tobacco Road,David Lee Roth,1986,0,0,2016-06-06,Rock,Blues,Hard/Metal,English,,,,
48993,Toboggan (You Are The One),Emji,2015,0,0,2016-02-25,French pop,French,,,,,,
46384,Toca Toca,Fly Project,2013,0,0,2014-04-07,Dance,Pop,English,Spanish,,,,
27090,Tocando fondo,Kalimba,2004,0,0,2013-06-06,Soft rock,Spanish,,,,,,
53168,Toda joia toda beleza,Roy Paci,2007,0,0,2017-06-20,Pop,Latin,Spanish,,,,,
25443,Toda La Noche,Christmas Carol,1800,0,0,2011-05-31,Christmas,Christian,Spanish,,,,,
55267,Toda menina baiana,Gilberto Gil,1979,0,0,2018-05-14,Latin,Jazz,Portuguese,,,,,
39299,Toda menina baiana (Live),Gilberto Gil,2005,0,0,2013-07-25,Latin,Funk,Portuguese,,,,,
16044,Toda mi verdad,Pastora Soler,2007,0,0,2014-08-18,"Pop,Rock,Soft rock",Spanish,,,,,,
45704,Today,The Smashing Pumpkins,1993,0,0,2018-04-17,Rock,Alternative,English,,,,,
24018,Today,New Christy Minstrels,1964,0,0,2012-08-31,Pop,Oldies,English,,,,,
52122,Today,Brad Paisley,2016,0,0,2016-12-21,Country,English,,,,,,
23936,Today,Gary Allan,2009,0,0,2011-05-31,Country,English,,,,,,
26430,Today 4 U,Rent,1996,0,0,2013-07-30,Musical,English,,,,,,
29004,Today I Met The Boy I'm Gonna Marry,Darlene Love,1963,0,0,2011-05-30,Oldies,Pop,English,,,,,
48467,Today I Started Loving You Again,Merle Haggard,1968,0,0,2015-09-10,Country,English,,,,,,
26074,Today I Started Loving You Again,Buddy Jewell,2003,1,0,2011-05-31,Country,Love,Duet,English,,,,
52025,Today Is Yesterday's Tomorrow,Michael Bublé,2016,0,0,2017-01-06,Pop,English,,,,,,
37753,Today Is Your Day,Shania Twain,2011,0,0,2012-10-15,Country,English,,,,,,
36726,Today My Life Begins,Bruno Mars,2010,0,0,2011-06-28,Pop,Soul,English,,,,,
24962,Today My World Slipped Away,Vern Gosdin,1983,0,0,2011-10-23,Country,English,,,,,,
27880,Today Was A Fairytale,Taylor Swift,2010,0,0,2011-05-31,"Pop,Country,TV & movie soundtrack",English,,,,,,
5711,"Today, Tomorrow And Forever",Elvis Presley,1971,0,0,2017-06-30,"Love,TV & movie soundtrack",English,,,,,,
49847,Today's The Day,Pink,2015,0,0,2016-02-11,"Pop,Rock,Alternative,TV & movie soundtrack",English,,,,,,
27084,Todo a pulmón,Alejandro Lerner,1983,0,0,2013-08-26,Soft rock,Spanish,,,,,,
16080,Todo se parece a ti,Diego Martín,2007,0,0,2014-09-12,"Pop,Soft rock",Spanish,,,,,,
26698,"Todo, Todo, Todo",Daniela Romo,1991,0,0,2013-04-30,Pop,Latin,Spanish,,,,,
41440,Toen Ik Je Zag,Antonie Kamerling,1997,0,0,2012-10-03,"TV & movie soundtrack,Pop",Dutch,,,,,,
23963,Toes,Zac Brown Band,2008,0,0,2011-05-30,Country,English,,,,,,
17665,Together,Bob Sinclar,2007,0,0,2011-05-31,Electro,Dance,English,,,,,
15256,Together Again,Buck Owens,1964,0,0,2011-12-22,Country,English,,,,,,
9725,Together Again,Janet Jackson,1997,0,0,2011-05-31,"Pop,Soft rock",English,,,,,,
41881,Together Again,Emmylou Harris,1976,0,0,2012-11-16,Country,English,,,,,,
11267,Together Forever,Rick Astley,1987,0,0,2012-01-17,80s,Pop,English,,,,,
14046,Together In Electric Dreams,Giorgio Moroder,1984,0,0,2011-05-30,"80s,TV & movie soundtrack",English,,,,,,
38071,Together You And I,Dolly Parton,2011,0,0,2013-04-03,Country,Pop,English,,,,,
41749,Toi,Alain Barrière,1966,0,0,2016-06-05,French pop,French,,,,,,
26658,Toi,Daniel Guichard,1975,0,0,2015-06-25,French pop,French,,,,,,
36569,Toi & Moi,Gauthier Galand,2011,0,0,2011-05-30,French pop,French,,,,,,
20559,Toi + moi,Grégoire,2008,0,0,2011-05-31,French pop,French,,,,,,
50434,Toi + moi,Kids United,2015,0,0,2016-02-17,"French pop,Kids",French,,,,,,
52071,Toi et le soleil,M. Pokora,2016,0,0,2016-12-12,French pop,French,,,,,,
19877,Toi et le soleil,Claude François,1977,0,0,2011-05-30,French pop,French,,,,,,
49551,Toi et le soleil (I Can See Clearly Now),Les stars font leur cinéma,2015,0,0,2015-08-24,"French pop,Dance",French,,,,,,
33455,Toi et moi,Guillaume Grand,2010,0,0,2011-06-14,French pop,French,,,,,,
22829,Toi et moi,Charles Aznavour,2008,1,0,2016-02-25,"French pop,Duet",French,,,,,,
47866,Toi et moi,Kendji Girac,2014,0,0,2015-01-21,"French pop,Latin,Electro",French,,,,,,
52210,Toi et moi,Paradis,2016,0,0,2017-01-06,"French pop,Electro,Dance",French,,,,,,
18257,Toi et moi contre le monde entier,Claude François,1975,0,0,2016-10-01,"French pop,Love",French,,,,,,
35972,Toi jamais,8 femmes,2002,0,0,2016-02-25,"French pop,TV & movie soundtrack,Musical,Latin",French,,,,,,
23910,Toi mon enfant,Mike Brant,1973,0,0,2012-09-03,French pop,French,,,,,,
18267,Toi mon toit,Elli Medeiros,1986,0,0,2016-02-25,French pop,French,,,,,,
10562,Tom Dooley,The Kingston Trio,1958,0,0,2012-10-19,Country,English,,,,,,
34260,Tom Jones Medley,De Toppers,2006,0,0,2012-08-06,Pop,English,,,,,,
26277,Tom Sawyer,Rush,1981,0,0,2011-05-31,Rock,English,,,,,,
36515,"Tom Sawyer, c'est l'Amérique",TV Theme,1982,0,0,2016-03-22,"TV & movie soundtrack,Kids,French pop",French,,,,,,
40511,Tom-Tom Turnaround,New World,1971,0,0,2012-08-21,Pop,English,,,,,,
30274,Tombé d'amour,François Feldman,1985,0,0,2017-11-09,"French pop,80s",French,,,,,,
19234,Tombé du ciel,Jacques Higelin,1988,0,0,2016-01-08,French pop,French,,,,,,
22061,Tombe la neige,Salvatore Adamo,1963,0,0,2011-10-06,"Oldies,French pop",French,,,,,,
43349,Tombé sous le charme,Christophe Maé,2013,0,0,2016-06-05,French pop,French,,,,,,
5956,Tomber,Gérald De Palmas,2001,0,0,2014-08-08,"French pop,Folk,Rock",French,,,,,,
41993,Tomber dans ses yeux,"1789, Les Amants de la Bastille",2012,0,0,2015-06-24,"Musical,French pop",French,,,,,,
11613,Tomber la chemise,Zebda,1999,0,0,2016-02-18,"French pop,Ska",French,,,,,,
46897,Tombstone Shadow,Creedence Clearwater Revival,1969,0,0,2014-06-14,Blues,Rock,English,,,,,
44798,Tommy K,The Saw Doctors,1998,0,0,2013-09-21,Rock,Folk,English,,,,,
46518,Tommy K The DJ,Mike Denver,2014,0,0,2014-08-25,Country,Celtic,English,,,,,
14970,Tomorrow,Annie,1999,0,0,2011-12-21,TV & movie soundtrack,English,,,,,,
37120,Tomorrow,Chris Young,2011,0,0,2011-06-24,Country,English,,,,,,
54874,Tomorrow,Postmodern Jukebox,2017,0,0,2018-02-14,Soul,English,,,,,,
42872,Tomorrow,Bugsy Malone,1976,0,0,2013-02-25,"TV & movie soundtrack,Musical,Jazz",English,,,,,,
6232,Tomorrow,Avril Lavigne,2002,0,0,2007-05-04,Pop,Rock,English,,,,,
27951,Tomorrow,SR-71,2002,0,0,2013-12-07,Hard/Metal,Rock,English,,,,,
17266,Tomorrow Belongs to Me,Cabaret,1972,0,0,2018-04-17,Musical,English,,,,,,
35332,Tomorrow Is A Lie,Lara Fabian,2010,0,0,2016-08-25,"Pop,TV & movie soundtrack",English,,,,,,
49527,Tomorrow Never Comes,Zac Brown Band,2015,0,0,2015-08-03,Folk,Country,Electro,English,,,,
5706,Tomorrow Never Comes,Elvis Presley,1971,0,0,2012-03-05,"Rock 'n Roll,Country,Oldies",English,,,,,,
34765,Tomorrow Never Knows,The Beatles,1966,0,0,2011-10-08,Rock,English,,,,,,
39804,"Tomorrow, Wendy",Concrete Blonde,1990,0,0,2013-12-04,Alternative,Rock,English,,,,,
27138,Ton absence,Yves Duteil,1987,0,0,2012-03-05,French pop,French,,,,,,
37695,Ton autre chemin,Jean-Jacques Goldman,1984,0,0,2015-09-21,French pop,French,,,,,,
53466,Ton combat,Arcadian,2017,0,0,2017-08-15,French pop,French,,,,,,
50175,Ton désir,Lara Fabian,2015,0,0,2016-10-13,French pop,French,,,,,,
37966,Ton fils,Les Enfoirés,1989,1,0,2016-05-04,"French pop,Duet",French,,,,,,
30424,Ton héritage,Benjamin Biolay,2009,0,0,2016-06-05,French pop,French,,,,,,
16578,Ton histoire,Isabelle Boulay,2008,0,0,2012-10-29,French pop,French,,,,,,
12069,Ton invitation,Louise Attaque,1997,0,0,2016-06-04,"French pop,Rock,Alternative",French,,,,,,
49923,Ton visage,Fréro Delavega,2015,1,0,2016-06-07,"French pop,Duet",French,,,,,,
41845,Tongue Tied,Grouplove,2011,0,0,2013-04-22,Alternative,Pop,Rock,English,,,,
46847,Tonight,Kool And The Gang,1983,0,0,2014-06-02,Disco,Funk,English,,,,,
35423,Tonight,Sugarland,2010,0,0,2011-06-28,Rock,Pop,Country,English,,,,
40270,Tonight,Reamonn,2006,0,0,2016-06-05,Pop,Rock,English,,,,,
33926,Tonight,New Kids On The Block,1990,0,0,2011-05-30,"Teen pop,Pop",English,,,,,,
31958,Tonight,Alex Band,2010,0,0,2011-05-30,Pop,Rock,English,,,,,
28168,Tonight,PAX217,2002,0,0,2013-11-29,Rock,Christian,English,,,,,
41244,Tonight (Best You Ever Had),John Legend,2012,0,0,2013-04-09,"Pop,TV & movie soundtrack",English,,,,,,
29575,Tonight (Could Be The Night),The Velvets,1961,0,0,2011-05-31,Pop,Oldies,English,,,,,
35671,Tonight (I'm F**kin' You),Enrique Iglesias,2010,0,1,2011-05-30,Pop,Dance,Electro,English,,,,
36036,Tonight (I'm Lovin' You),Enrique Iglesias,2010,0,0,2011-05-30,Pop,Dance,Electro,English,,,,
47503,Tonight (We Live Forever),Union J,2014,0,0,2016-02-25,"Teen pop,Pop",English,,,,,,
49249,Tonight Again,Guy Sebastian,2015,0,0,2015-09-03,Pop,Funk,Soul,English,,,,
24019,Tonight I Fell In Love,The Tokens,1961,0,0,2011-05-31,Oldies,Rock,Love,English,,,,
14671,Tonight I Wanna Cry,Keith Urban,2004,0,0,2015-07-28,Love,English,,,,,,
43424,Tonight I'm Getting Over You,Carly Rae Jepsen,2013,0,0,2013-08-10,"Teen pop,Dance,Pop",English,,,,,,
24639,Tonight I'm Gonna Rock You Tonight,Spinal Tap,1984,0,0,2011-05-30,"Humour,TV & movie soundtrack,Hard/Metal",English,,,,,,
34925,Tonight Is The Night,Betty Wright,1978,0,0,2011-05-30,Soul,English,,,,,,
40404,Tonight Is The Night,Outasight,2011,0,0,2013-03-08,Pop,Dance,English,,,,,
49485,Tonight Looks Good On You,Jason Aldean,2015,0,0,2015-07-13,"Rock,Country,Soft rock",English,,,,,,
38134,Tonight The Bottle Let Me Down,Brooks & Dunn,1994,0,0,2011-11-19,Country,English,,,,,,
8448,Tonight The Heartache's On Me,Dixie Chicks,1998,0,0,2016-09-01,Country,English,,,,,,
37280,Tonight Tonight,Hot Chelle Rae,2011,0,0,2012-07-31,Pop,Rock,English,,,,,
54017,Tonight You Belong to Me,Steve Martin,1979,1,0,2017-09-14,"TV & movie soundtrack,Love,Duet",English,,,,,,
8294,"Tonight, I Celebrate My Love",Peabo Bryson,1983,1,0,2011-05-31,Love,Duet,English,,,,,
11036,"Tonight, Tonight",The Smashing Pumpkins,1996,0,0,2011-10-03,Rock,English,,,,,,
37043,Tonight's The Kind Of Night,Noah and the Whale,2011,0,0,2016-02-25,Folk,Alternative,English,,,,,
11563,Tonight's The Night,The Shirelles,1960,0,0,2015-04-04,Pop,Soul,Oldies,English,,,,
13966,Tonight's The Night (Gonna Be Alright),Rod Stewart,1976,0,0,2011-06-28,Soft rock,English,,,,,,
18288,"Tonite, Tonite",The Mello-Kings,1957,0,0,2013-05-30,Oldies,Pop,English,,,,,
28494,Tonton Nestor,Georges Brassens,1961,0,0,2012-05-10,French pop,French,,,,,,
34762,Too Busy Thinking About My Baby,Marvin Gaye,1969,0,0,2016-10-26,Soul,Pop,English,,,,,
40318,Too Close,Alex Clare,2011,0,0,2012-05-09,Soul,Electro,English,,,,,
42495,Too Close,Next,1997,0,0,2016-06-17,R&B,Soul,English,,,,,
53741,Too Close,Blue,2001,0,0,2018-05-16,R&B,Pop,English,,,,,
46495,Too Close,Wilkinson,2014,0,0,2018-05-03,Electro,Dance,English,,,,,
42778,Too Close (Unplugged),Alex Clare,2012,0,0,2013-07-11,Soul,Folk,English,,,,,
33431,Too Darn Hot,Ella Fitzgerald,1956,0,0,2011-05-30,Oldies,Jazz,English,,,,,
33175,Too Darn Hot,Stacey Kent,2008,0,0,2011-10-12,Jazz,English,,,,,,
40510,Too Drunk To Dream,Magnetic Fields,2008,0,0,2012-08-09,Alternative,English,,,,,,
39114,Too Drunk To Fuck,Nouvelle Vague,2004,0,1,2013-04-21,Alternative,Pop,English,,,,,
44658,Too Drunk To Karaoke,Jimmy Buffett,2013,1,0,2013-08-28,Country,Humour,Duet,English,,,,
29396,Too Far From Texas,Stevie Nicks,2001,0,0,2012-05-25,Rock,Country,English,,,,,
27461,Too Fat Polka,Polka Forever,1947,0,0,2011-12-18,Oldies,Traditionnal,English,,,,,
13048,Too Funky,George Michael,1992,0,0,2017-03-02,Pop,Funk,80s,English,,,,
54078,Too Good at Goodbyes,Sam Smith,2017,0,0,2017-10-11,Pop,English,,,,,,
54149,Too Good To Be Forgotten,Amazulu,1986,0,0,2017-11-15,Reggae,80s,World/Folk,English,,,,
41432,Too Good To Be True,Edens Edge,2012,0,0,2012-09-23,Country,English,,,,,,
39583,Too Good To Lose,Rebecca Ferguson,2012,0,0,2016-02-25,Soul,Pop,English,,,,,
52220,Too Good To Say Goodbye,Bruno Mars,2016,0,0,2017-01-09,Soul,R&B,English,,,,,
8970,Too Hot,Kool And The Gang,1979,0,0,2012-10-16,Soul,Disco,English,,,,,
35733,Too Hot,Coolio,1995,0,0,2013-12-03,"Rap,TV & movie soundtrack",English,,,,,,
29576,Too Late To Turn Back Now,Cornelius Brothers & Sister Rose,1972,0,0,2011-06-01,Soul,English,,,,,,
19391,Too Little Too Late,JoJo,2006,0,0,2011-05-31,R&B,Pop,English,,,,,
33994,Too Little Too Late (Dance Remix),Josh Harris,2006,0,0,2013-11-29,Dance,Pop,English,,,,,
5231,Too Lost In You,Sugababes,2004,0,0,2011-05-30,"Pop,Soft rock",English,,,,,,
35157,Too Many Broken Hearts,Jason Donovan,1989,0,0,2012-02-22,Pop,80s,English,,,,,
37873,Too Many Dicks (On The Dancefloor),Flight of the Conchords,2009,0,1,2013-07-01,Rap,Pop,English,,,,,
48877,Too Many Fish In The Sea,Bette Midler,2014,0,0,2015-04-05,Pop,Soul,Gospel,Rock,English,,,
54169,Too Many Fish in the Sea,The Commitments,1991,0,0,2017-10-30,"Soul,TV & movie soundtrack,Musical",English,,,,,,
46524,Too Many Friends,Placebo,2013,0,0,2014-04-10,Rock,Alternative,English,,,,,
29577,Too Many Walls,Cathy Dennis,1991,0,0,2012-09-12,"Pop,Soft rock",English,,,,,,
38355,Too Marvelous For Words,Frank Sinatra,1956,0,0,2011-11-14,Jazz,Oldies,English,,,,,
7055,Too Much,Elvis Presley,1956,0,0,2012-01-10,Oldies,Rock,English,,,,,
10705,Too Much Fun,Daryle Singletary,1995,0,0,2018-06-20,Country,English,,,,,,
29663,Too Much Love Will Kill You,Queen,1992,0,0,2011-11-09,"Soft rock,Pop",English,,,,,,
7615,Too Much Monkey Business,Elvis Presley,1978,0,0,2017-12-12,Rock 'n Roll,English,,,,,,
54387,Too Much Monkey Business,Chuck Berry,1956,0,0,2017-11-10,Rock 'n Roll,English,,,,,,
8471,Too Much Of A Good Thing,Alan Jackson,2004,0,0,2012-01-11,Country,English,,,,,,
36213,Too Much Passion,The Smithereens,1992,0,0,2013-12-04,Rock,Pop,English,,,,,
41425,Too Much Time On My Hands,Styx,1981,0,0,2013-11-12,Rock,Alternative,English,,,,,
54140,Too Much to Ask,Niall Horan,2017,0,0,2017-10-18,Pop,English,,,,,,
33039,Too Much Too Young,The Specials,1979,0,0,2014-09-15,Ska,Punk/Grunge,Rock,English,,,,
